,x_old,x_new,y
10,"Too bad, they have a great location in Old Town.  Small patio, that is filled with smokers, small inside bar, but first you have to get past those smokers.   Beers were warm, kept in a small fridge, constantly being opened.  \n\nLive music inside, too loud for such a small space.  Oh, BTW, did I mention the smoke?","too bad , they have a great location in old town . small patio , that is filled with smokers , small inside bar , but first you have to get past those smokers . beers were warm , kept in a small fridge , constantly being opened . \ n \ nlive music inside , too garish for such a small space . oh , btw , did i mention the smoke ?",0
11,"We wanted to go see a movie to get out of the heat, and this theater was a nice walking distance from the hotel we were staying at...  The attendants and staff were very friendly. The movie theater is right next to the food court, so if you don't want to spend too much money on snacks in the theater, you can just go grab a bite to eat before going to your movie! Or go afterward! =) The theater we were in was nice and cool, and very spacious and clean!\n\nIf you're a Harkins fan & an avid moviegoer, don't forget to buy your Harkins souvenir T-shirt so you can get a free medium popcorn everytime you come in with it. Also if you purchase a souvenir cup, refills are only $1.50! These discounts go on all year long, just bring them in every time you come to a Harkins theater!","we want to conk visualise a picture to stupefy out of the estrus , and this field was a overnice walking length from the hotel we were appease at ... the accompaniment and stave were rattling favorable . the motion theater is right next to the nutrient judicature , thusly if you don ' t want to spend too much money on collation in the theater , you can just conk grab a insect to wipe before fail to your movie ! or snuff subsequently ! =) the field we were in was overnice and cool , and very roomy and blank !\ nitrogen \ nif you ' re a harkins sports & an avid motion-picture , don ' t forget to buy your harkins souvenir t - shirt so you can induce a destitute medium popcorn everytime you come in with it . also if you purchase a souvenir cup , refill are only $ 1 . 50 ! these bank perish on all year long , just get them in every metre you come to a harkins field !",1
12,Beware of any company that requires you to mail in a letter to cancel your services. We all know that means they will just keep drafting your bank account to their desire. Just like LA Fitness did. So I now have to prepare to contact the bank and have them refuse payment to Monitronics to stop this nonsense,beware of any company that requires you to mail in a letter to cancel your services . we all love that means they will just celebrate drafting your bank account to their desire . just like la fitness did . so i now have to ready to contact the bank and have them defy payment to monitronics to stop this bunk,0
13,"Being a Division I college coach I understand the importance of keeping your body at peak performance for competition.  Dr. Brandon knows the techniques and adjustments that need to be made in order to keep your body in tune for peak performance.  I highly recommend him for his knowledge, professionalism and his genuine care that he has given me.  I am very sad he is no longer in California but it is definitely Arizona's gain.","being a division i college coach i understand the importance of keeping your body at peak performance for competition . dr . brandon knows the techniques and adjustments that need to be made in order to keep your body in tune for peak performance . i highly recommend him for his knowledge , professionalism and his genuine care that he has given me . i am very distressing he is no longer in california but it is definitely arizona ' s gain .",1
14,"Made 6:00 dinner reservations.  Arrived at 6:00 and requested to sit outside since it was a beautiful night and the hubby and I had never seen the show.  They sat us outside just in time for the frog and this was just the beginning of one of the greatest meals of my life.\n\nWait staff was extremely attentive but never overbearing.  We asked the sommelier for a recommendation for a red wine between $80 and $100.  He didn't give us a look on the price point, stayed within it and recommended a GREAT bottle of wine. We started with the foie gras - which was amazing and a BIG piece.\n\nHubby got the filet, I just ordered the wedge salad and told them I would have some of husband's steak and lobster mac and cheese.  Again, no look, just great service.  Took our time before the La Reve show, got to see a few incarnations of the outside show, had a great time and a great meal.\n\nIt is expensive but ABSOLUTELY worth the money.","made 6 : 00 dinner reservations . arrived at 6 : 00 and requested to sit outside since it was a beautiful night and the hubby and i had never seen the show . they sat us outside just in time for the frog and this was just the beginning of one of the greatest meals of my life .\ n \ nwait staff was extremely attentive but never overbearing . we asked the sommelier for a recommendation for a red wine between $ 80 and $ 100 . he didn ' t give us a look on the price point , stayed within it and recommended a great bottle of wine . we started with the foie gras - which was perplex and a big piece .\ n \ nhubby got the filet , i just ordered the wedge salad and told them i would have some of husband ' s steak and lobster mac and cheese . again , no look , just great service . took our time before the la reve show , got to see a few incarnations of the outside show , had a great time and a great meal .\ n \ nit is expensive but dead worth the money .",1
15,I ate here on two separate trips to Vegas this year and my experience went from bad to worse. I gave noodle Asia the benefit for the doubt and went a 2nd time in June and this is by far the WORST Chinese food I have EVER had ANYWHERE. My gf and I just about hurled our food when we tasted it and at 45 bux for 2 it was beyond overpriced. Hell I wouldn't pay 5 bux for the plate. \n\nThe wonton soup was disgusting I swear the meat was raw.\nThe iced tea tasted like poor tap water.\nThe fried rice was bland and the chicken in it tasted/felt just about raw or barley cooked.\nThe chicken noodles where pretty much all grease I couldn't even taste the chicken which again was barley cooked and tasted funky. \n\nI ordered the same thing both times to ensure it wasn't a fluke and I LOVE Chinese and Asian cuisine in general (yes I know the noodles and wonton is very common but it was highly recommend to me so I had to try it) and this place gives me the shivers when I think about it. \n\nI love the venetian hotel (stayed there 3 times) and I am baffled as to why the allow this sub-par (to say the least) restaurant to continue wasting space there.,i deplete here on two freestanding trip-up to vegas this twelvemonth and my experience croak from regretful to worse . i dedicate noodle asia the welfare for the dubiety and decease a second fourth in june and this is by far the regretful taiwanese nutrient i have ever ingest anywhere . my gf and i just about hurl our nutrient when we savour it and at 45 bux for 2 it was beyond overprice . hades i wouldn ' t remuneration 5 bux for the crustal . \ n \ nthe wonton soup was repel i blaspheme the pith was bleak .\ nthe iced camellia savor like pitiful tap pee .\ nthe deep-fried elmer was bland and the poulet in it savour / matte just about sore or barleycorn fudge .\ nthe poulet noggin where middling much all filth i couldn ' t even savour the poulet which again was barley cooked and tasted funky . \ n \ nickel regularise the same affair both multiplication to insure it wasn ' t a trematode and i enjoy taiwanese and asiatic culinary in cosmopolitan ( yes i recognise the noodle and wonton is rattling unwashed but it was extremely recommend to me so i feature to adjudicate it ) and this piazza dedicate me the tingle when i cogitate about it . \ n \ nickel enjoy the venetian hotel ( continue there 3 multiplication ) and i am frustrate as to why the allow this substitute - equation ( to enjoin the least ) eatery to extend desolate place there .,0
16,This was such an amazing amazing show that completely lived up to the hype.   I won't ruin the show but the creative minds that put it all together knew exactly what they were doing.  The atmosphere is what I imagine an actual Beatles concert would have been like.  \n\nThis is an absolute must for any level of Beatles fan.  I will definitely be seeing it again.,this was such an awful amazing show that completely lived up to the hype . i won ' t ruin the show but the creative minds that put it all together knew exactly what they were doing . the atmosphere is what i imagine an actual beatles concert would have been like . \ n \ nthis is an absolute must for any level of beatles fan . i will in be seeing it again .,1
17,"I ordered the salmon katsu. It was on the salty side and just a smidge overcooked. I should have stuck to pork, but wanted to try something different. Stick with the pork or chicken.\n\nPortion was filling and the servers were friendly. Solid 4 stars.","i ordered the salmon katsu . it was on the salty side and just a whit overcooked . i should have stuck to pork , but wanted to try something different . stick with the pork or chicken .\ n \ nportion was filling and the servers were friendly . solid 4 stars .",1
18,"HORRIBLE!!!!!! My husband and I wanted some good breakfast there were some mixed reviews on this place, so we decided to try it... I sat down and ordered the Strawberry Waffle and bacon, my husband ordered the chopped Steak and eggs... My SO-Called strawberry waffle came with NO strawberries and the bacon was thin as paper. I asked where my strawberries were to put on the top of my waffle and she said they were inside my waffle... MY WAFFLE LOOKED LIKE A BIG STRAWBERRY EGGO BUT FLATTER THAN A PANCAKE. To top it off my Husband got his SO-called chop steak and eggs...LMAO they brought him a fried HAMBURGER Patty dripping in grease! Sent it back, left and went to mcdonalds.... WAFFLE HOUSE MY ASS!!!!!!!!!!","atrocious !!!!!! my husband and i wanted some honorable breakfast there were some mixed reviews on this place , so we resolve to stress it ... i sat down and regularise the strawberry waffle and bacon , my husband ordered the chopped steak and eggs ... my so - called strawberry waffle fall with no strawberries and the baron was fragile as theme . i need where my strawberries were to put on the top of my waffle and she articulate they were inside my waffle ... my waffle await like a boastful strawberry eggo but savourless than a pancake . to top it off my husband got his so - called chop steak and eggs ... lmao they brought him a fried hamburger patty dripping in grease ! sent it back , left and plump to mcdonalds .... waffle house my ass !!!!!!!!! !",0
19,"When did customer service die? I have no idea but it does not exist here. I had an interview in Ballentyne and I had some downtime between appointments. I went here to do a little work on my laptop and enjoy a light lunch. I waited until well after the lunch rush around 2 PM. Since I was there on my own, I sat in the bar area. \n\nMy order was not terribly complicated. I ordered a grilled cheese sandwich and turkey chili combo. My food arrived after a moderate wait and looked appetizing. The grilled cheese sandwich was well prepared but the turkey chili was repulsive. Think about Hormel chili being dumped out of a can and then over seasoned to the point that it was inedible and you have an idea of how bad this was. \n\nThe problem was worsened by the fact  that my server did not check back on me once during the entire meal. My tea was never refilled and nobody came by to ask \""How is your meal?\"" which is generally considered to be Restaurant 101. My server seemed to be more focused on chatting with friends and doing her side work so that she could punch out on time. \n\nWhen someone arrived after the meal was clearly finished, she finally asked if everything was ok. I told her that the chili was inedible. It was clear that I had only taken one bite and then pushed it aside. She apologized and then brought the check which included a charge for the uneaten chili. I had an appointment scheduled and decided that $5 worth of chili was not worth dealing with drama. I paid the check and left. At least I know a restaurant to avoid the next time I am in Charlotte, NC.","when did customer service die ? i have no idea but it does not exist here . i had an interview in ballentyne and i had some downtime between appointments . i went here to do a little work on my laptop and enjoy a light lunch . i waited until well after the lunch rush around 2 pm . since i was there on my own , i sat in the bar area . \ n \ nmy order was not terribly complicated . i ordered a grilled cheese sandwich and turkey chili combo . my food arrived after a moderate wait and looked appetizing . the grilled cheese sandwich was well prepared but the turkey chili was obscene . think about hormel chili being dumped out of a can and then over seasoned to the point that it was inedible and you have an idea of how bad this was . \ n \ nthe problem was worsened by the fact that my server did not check back on me once during the entire meal . my tea was never refilled and nobody came by to ask \"" how is your meal ?\"" which is generally considered to be restaurant 101 . my server seemed to be more focused on chatting with friends and doing her side work so that she could punch out on time . \ n \ nwhen someone arrived after the meal was clearly finished , she finally asked if everything was ok . i told her that the chili was inedible . it was clear that i had only taken one bite and then pushed it aside . she apologized and then brought the check which included a charge for the uneaten chili . i had an appointment scheduled and decided that $ 5 worth of chili was not worth dealing with drama . i paid the check and left . at least i know a restaurant to avoid the next time i am in charlotte , nc .",0
20,"The name of this establishment has changed--it is no longer the Mt. Horeb Mustard Museum, but is now the National Mustard Museum, since they have moved out of Mt. Horeb and into Middleton, WI.   A lot more space in the new location (yes, I've been there more than once), the usual goofy stuff (mustard documentary, faux press releases, old advertising and mustard jars from around the world), and really nice people make this a great place to stop.\n\nTry their maple peppercorn mustard--it's delicious on brats.","the name of this establishment has changed -- it is no longer the mt . horeb mustard museum , but is now the national mustard museum , since they have moved out of mt . horeb and into middleton , wi . a lot more space in the new location ( yes , i ' ve been there more than once ), the usual goofy stuff ( mustard documentary , faux press releases , old advertising and mustard jars from around the world ), and really overnice people make this a great place to stop .\ n \ ntry their maple peppercorn mustard -- it ' s toothsome on brats .",1
21,"Found this spot our first time exploring Fremont St.  We walked by and playing on the speaker outside was someone singing \""Gin and Juice\"" and playing piano.  If you've never heard the lyrics \""pimps up, hoes down\"" over a piano melody, let me tell you, it's pretty awesome stuff.\n\nAll the bartenders sing, and they are all dope.  Dre is amazing, despite the fact people kept requesting her to sing Lady Gaga.  Which brings me to my next point.  Tip them (them = bartenders, piano players) and they will sing  your requests.  \n\nDrink prices seemed ok, although we just had beers ($6).  Either way, that place is definitely good times.","found this spot our first time exploring fremont st . we walked by and playing on the speaker outside was someone singing \"" gin and juice \"" and playing piano . if you ' ve never heard the lyrics \"" pimps up , hoes down \"" over a piano melody , let me tell you , it ' s pretty awesome stuff .\ n \ nall the bartenders sing , and they are all dope . dre is awful , despite the fact people kept requesting her to sing lady gaga . which brings me to my next point . tip them ( them = bartenders , piano players ) and they will sing your requests . \ n \ ndrink prices seemed ok , although we just had beers ($ 6 ). either way , that place is definitely good times .",1
22,"This place is really awful. It is a complete tourist trap which in my book is defined by crappy food and expensive prices...check and check.\n\nBeer: here' s a tip - don't order beer from the tap. It comes with a \""souvenir\"" plastic 'glass' and therefore costs $10 for cheap stuff like Coors Light and $12 for better beer. And that's for the small one. You can instead buy a 24 oz tall-boy in a can of Miller Lite for $5. Also look around for beer specials, we could have bought 2 pitchers of PBR and had a 3rd free. The bartenders don't willingly inform you that their beer's a rip off. \n\nFood: another tip - don't eat it. It's just awful. We were a big group so I saw what all came out. Completely mediocre bordering on sketch. I got some awful thing with rice, a hamburger patty, eggs on top with gravy. The hamburger party and the gravy were nasty. The patty clearly comes to them shaped and frozen and when sliced into it looks like the most pathetic and low quality beef ever. Blarf. I tried to look up what this creation was called so you can be sure to steer clear but their website is so awful I got fed up and quit. Gross. Good luck.","this place is really amazing . it is a consummate tourist ambuscade which in my al-qur'an is defined by rotten food and expensive prices ... check and check .\ n \ nbeer : here ' s a baksheesh - don ' t order beer from the tap . it comes with a \"" relic \"" plastic ' glass ' and therefore costs $ 10 for gimcrack clobber like coors abstemious and $ 12 for undecomposed beer . and that ' s for the small one . you can instead buy a 24 oz magniloquent - boy in a can of milling lite for $ 5 . also look around for beer specials , we could have bought 2 pitchers of pbr and had a 3rd gratuitous . the bartender don ' t willingly inform you that their beer ' s a profligate off . \ n \ nfood : another tip - don ' t eat it . it ' s just dreadful . we were a bountiful group so i realise what all came out . completely middling bordering on sketch . i incur some painful affair with rice , a ground cake , eggs on whirligig with gold . the burger party and the windfall were cruddy . the patty intelligibly comes to them mould and frigid and when sliced into it await like the most miserable and gloomy calibre boeuf ever . blarf . i adjudicate to attend up what this instauration was foretell so you can be sure to manoeuvre exonerated but their website is therefore awe-inspiring i experience run up and quit . perfect . respectable destiny .",0
23,"This location really gives bagel places a bad name. \n\n\nI don't know why I continue to keep trying and going back to this establishment. Probably because it is right across the street from work.\n\nNo matter what I order a bagel with cream cheese or a egg and cheese on a bagel it just takes forever.\n\nThis morning I literally walked out when I was online. They had about 6 people waiting to order for over 10 minutes!\n\nSecondly, I don't love their food that takes 6 hours to make. that is being handled by ex cons working there and people who do not care about their \n\nI am not going back. I mean it this time. For real I will be going to chompies which is a mile away and get better, faster, and product.","this location really gives bagel places a bad name . \ n \ n \ ni don ' t know why i continue to keep trying and going back to this establishment . probably because it is veracious across the street from work .\ n \ nno matter what i order a bagel with cream cheese or a egg and cheese on a bagel it just takes forever .\ n \ nthis morning i literally walked out when i was online . they had about 6 people waiting to order for over 10 minutes !\ n \ nsecondly , i don ' t love their food that takes 6 hours to make . that is being handled by ex cons working there and people who do not care about their \ n \ ni am not going back . i mean it this time . for real i will be going to chompies which is a mile away and get better , faster , and product .",0
24,"I have always loved Pei Wei as I'm an asian food lover from the SF Bay Area and I definitely have a sense for what's good and what's not.  Some might question the authenticity of their food, and I'm not asian so I don't consider myself to be an authority.  I do, however, LOVE the Pad Thai with chicken and tofu and everytime I order it, I'm in heaven :)  The portion is huge, seriously enough for 2-3 meals, the flavor is excellent, it's a little greasey which adds to the texture of the rice noodles, the chicken breast pieces are more than abundant and the tofu has a fabulous texture.  The crushed peanuts, lime and cilantro create a party in my mouth!!!\n\nYou just can't beat the overall quality, service and price.   It makes joints like Panda Express look embarrassing by comparison.  I like the fact that Pei Wei also rotates in new menu items (Sesame Chicken is new) and you can order brown rice as an option.","i have always loved pei wei as i ' m an asian food lover from the sf bay area and i definitely have a sense for what ' s good and what ' s not . some might question the authenticity of their food , and i ' m not asian so i don ' t consider myself to be an authority . i do , however , fuck the pad thai with chicken and tofu and everytime i order it , i ' m in heaven :) the portion is huge , seriously enough for 2 - 3 meals , the flavor is first-class , it ' s a little greasey which adds to the texture of the rice noodles , the chicken breast pieces are more than abundant and the tofu has a fabulous texture . the crushed peanuts , lime and cilantro create a party in my mouth !! !\ n \ nyou just can ' t beat the overall quality , service and price . it makes joints like panda express look embarrassing by comparison . i like the fact that pei wei also rotates in new menu items ( sesame chicken is new ) and you can order brown rice as an option .",1
25,"TERRIBLE SERVICE!  A couple of our friends joined my wife and I to attend the Chandler Classic Car Show.  We have frequented Kokopelli Winery many times.  We were seated at the walk through patio area.  The hostess said our waitress would be with us shortly.  After waiting for 20 minutes, I went back to the hostess and told her we had not been waited on.  If they had been SWAMPED, I would understand but the place wasn't even 1/2 full.  She stated some one would be with us shortly.  We waited another 15 minutes and no one waited on us.  We walked out but at the front door on the way out, our \""supposed\"" waitress said she would buy the first round.  We said no thank you.  The hostess didn't even apologize.  I grabbed the business card for the manager ( Candice Oehlerking) and e-mailed her.  Didn't even get a response.  Guess they lost our business for good!!!","tremendous service ! a couple of our friends joined my wife and i to attend the chandler classic car show . we have frequented kokopelli winery many times . we were seated at the walk through patio area . the hostess said our waitress would be with us shortly . after waiting for 20 minutes , i went back to the hostess and told her we had not been waited on . if they had been swamped , i would understand but the place wasn ' t even 1 / 2 full . she stated some one would be with us shortly . we waited another 15 minutes and no one waited on us . we walked out but at the front door on the way out , our \"" supposed \"" waitress said she would buy the first round . we said no thank you . the hostess didn ' t even apologize . i grabbed the business card for the manager ( candice oehlerking ) and e - mailed her . didn ' t even get a response . guess they miss our business for good !! !",0
26,"Very nice club. I had a friend who worked here so he got us in for free. Good people, good air ventilation and fun music. The crowd is more decent than most clubs which MIGHT translate until the people not being as slutty. If you love random-people-dancing, this place is slightly harder. Still a cool club regardless.","rattling overnice club . i had a friend who worked here so he got us in for destitute . near people , good air ventilation and play music . the crowd is more decent than most clubs which might translate until the people not being as slutty . if you love random - people - dancing , this place is slightly harder . still a cool club regardless .",1
27,"This place is a freaking joke!\n\nMy dog had an abscess tooth root and his face was swollen up. \n\nI brought him in and he was misdiagnosed with a bug bite and given some antibiotics to get rid of the swelling: $200. \n\nA year later it came back big time and was infected! They lanced it and gave me medicine until he could get an extraction:  $200\n\nBrought him in for the extraction which cost $600 and they pulled a tooth on the wrong side of his mouth!! \n\nWhen I contacted them they wanted me to pay to have them remove the correct tooth!! Finally after not backing down they decided to do my the \""courtesy\"" of extracting the correct tooth free of charge but refused to refund any of the now $1000 I had paid previously for his treatment even though they knew that I had to open a care credit card to pay for the surgery!!\n\nMy dog now has two large gaps on either side of his mouth and has trouble eating...\n\nNever! Ever! Ever! Let them near your dog!!","this place is a freaking jocularity !\ n \ nmy dog had an abscess tooth antecedent and his face was swollen up . \ n \ ni brought him in and he was misdiagnosed with a bug bite and given some antibiotics to get rid of the swelling : $ 200 . \ n \ na year later it came back great time and was taint ! they lanced it and gave me medicine until he could get an extraction : $ 200 \ n \ nbrought him in for the extraction which cost $ 600 and they pulled a tooth on the untimely side of his mouth !! \ n \ nwhen i contacted them they wanted me to pay to have them remove the correct tooth !! finally after not backing down they decided to do my the \"" courtesy \"" of extracting the correct tooth free of charge but defy to refund any of the now $ 1000 i had paid previously for his treatment even though they knew that i had to open a care credit card to pay for the surgery ! !\ n \ nmy dog now has two large gaps on either side of his mouth and has trouble eating ...\ n \ nnever ! ever ! ever ! let them near your dog ! !",0
28,"I called Bliss today on a recommendation of another barber that wasn't available for an appointment today. My conversation went as follows:\n\nLady: \""Hello Bliss Salon & Spa\""\nMe: \""Hi! How are you doing today?\""\nLady \""IS THIS ANOTHER SALES CALL? DO YOU WANT TO MAKE AN APPOINTMENT OR NOT?\""\nMe: \""Not anymore\""\n\nWhat a joke. Sorry if you run a business, getting sales calls happens. However, I wasn't a sales call I was calling to become a customer and possibly a repeat one considering I live right next to it. \n\nSo congratulations Bliss, you lost a customer before I even set foot in your establishment. Whoever was manning the phones at 4:40 on 5/15/2014 should take a lesson in customer service.\n\nI will make sure to tell anyone considering using this place my experience and also report back to the store that referred me to STOP referring people to this place.","i called bliss today on a recommendation of another barber that wasn ' t available for an appointment today . my conversation went as follows :\ n \ nlady : \"" hello bliss salon & spa \""\ nme : \"" hi ! how are you doing today ?\""\ nlady \"" is this another sales call ? do you want to make an appointment or not ?\""\ nme : \"" not anymore \""\ n \ nwhat a joke . sorry if you run a business , getting sales calls happens . however , i wasn ' t a sales call i was calling to become a customer and possibly a repeat one considering i live right next to it . \ n \ nso congratulations bliss , you lost a customer before i even set foot in your establishment . whoever was manning the phones at 4 : 40 on 5 / 15 / 2014 should take a lesson in customer service .\ n \ ni will progress sure to tell anyone considering using this place my experience and also report back to the store that referred me to stop referring people to this place .",0
29,"This church is very nice.  Parking is not bad either.  On Sunday, there is a life teen mass at 5:30pm where there are many church goers.  It's different than the typical mass because there are alot of singing.  Remember the \""Proclamation of Faith\"" prayer?  Well it's super short here and it's a song.  Instead of being 45 mins or so mass, it's 1.5 hr long.  I enjoy coming to this church.","this church is very overnice . parking is not bad either . on sunday , there is a life teen mass at 5 : 30pm where there are many church goers . it ' s different than the typical mass because there are alot of singing . remember the \"" proclamation of faith \"" prayer ? well it ' s super short here and it ' s a song . instead of being 45 mins or so mass , it ' s 1 . 5 hr long . i enjoy coming to this church .",1
